geosumlev,geoid,stco,place,mdy,totpop,hhpop,gqpop,tothu,husfd,husfa,humf24,humf5p,humh,occhu,vacrate,pph
50,05000US06019,Fresno ,Fresno County Total,1/1/2017,"992,951","975,619","17,332","329,736","222,923","7,464","33,583","50,877","14,889","305,797",7.3%,3.19
50,05000US06019,Fresno ,Fresno County Total,1/1/2018,"1,003,012","986,088","16,924","332,051","224,951","7,464","33,605","51,137","14,894","308,633",7.1%,3.20
50,05000US06019,Fresno ,Fresno County Total,1/1/2019,"1,013,007","995,379","17,628","334,239","227,006","7,461","33,602","51,276","14,894","311,066",6.9%,3.20
50,05000US06019,Fresno ,Fresno County Total,1/1/2020,"1,020,292","1,002,637","17,655","337,128","229,201","7,568","33,620","51,833","14,906","313,818",6.9%,3.19
50,05000US06019,Fresno ,Fresno County Total,1/1/2021,"1,026,681","1,011,276","15,405","339,380","230,998","7,559","33,866","52,029","14,928","315,997",6.9%,3.20
157,15700US0602154274,Glenn,Orland,4/1/2010,"7,291","7,280",11,"2,659","1,946",27,371,237,78,"2,515",5.4%,2.89
157,15700US0602154274,Glenn ,Orland,1/1/2011,"7,513","7,502",11,"2,746","1,961",27,371,309,78,"2,598",5.4%,2.89
157,15700US0602154274,Glenn ,Orland,1/1/2012,"7,570","7,559",11,"2,792","2,003",31,371,309,78,"2,643",5.3%,2.86
157,15700US0602154274,Glenn ,Orland,1/1/2013,"7,553","7,542",11,"2,807","2,017",32,371,309,78,"2,663",5.1%,2.83
157,15700US0602154274,Glenn ,Orland,1/1/2014,"7,636","7,625",11,"2,839","2,047",32,373,309,78,"2,695",5.1%,2.83
157,15700US0602154274,Glenn ,Orland,1/1/2015,"7,691","7,680",11,"2,853","2,058",32,376,309,78,"2,709",5.0%,2.84
157,15700US0602154274,Glenn ,Orland,1/1/2016,"7,623","7,612",11,"2,863","2,066",34,376,309,78,"2,722",4.9%,2.80
157,15700US0602154274,Glenn ,Orland,1/1/2017,"7,744","7,733",11,"2,908","2,111",34,376,309,78,"2,766",4.9%,2.80
157,15700US0602154274,Glenn ,Orland,1/1/2018,"7,827","7,816",11,"2,937","2,140",34,376,309,78,"2,796",4.8%,2.80
157,15700US0602154274,Glenn ,Orland,1/1/2019,"8,105","8,094",11,"3,064","2,157",34,376,309,188,"2,919",4.7%,2.77
157,15700US0602154274,Glenn ,Orland,1/1/2020,"8,374","8,363",11,"3,071","2,161",34,379,309,188,"2,926",4.7%,2.86
157,15700US0602154274,Glenn ,Orland,1/1/2021,"8,527","8,516",11,"3,122","2,212",34,379,309,188,"2,975",4.7%,2.86
157,15700US0602185684,Glenn,Willows,4/1/2010,"6,166","5,976",190,"2,399","1,672",65,320,318,24,"2,173",9.4%,2.75
157,15700US0602185684,Glenn ,Willows,1/1/2011,"6,147","5,962",185,"2,399","1,672",65,320,318,24,"2,173",9.4%,2.74
157,15700US0602185684,Glenn ,Willows,1/1/2012,"6,124","5,934",190,"2,411","1,684",65,320,318,24,"2,184",9.4%,2.72
157,15700US0602185684,Glenn ,Willows,1/1/2013,"6,081","5,873",208,"2,411","1,684",65,320,318,24,"2,183",9.5%,2.69
157,15700US0602185684,Glenn ,Willows,1/1/2014,"6,092","5,872",220,"2,413","1,682",65,324,318,24,"2,184",9.5%,2.69
157,15700US0602185684,Glenn ,Willows,1/1/2015,"6,084","5,879",205,"2,411","1,681",65,324,318,23,"2,182",9.5%,2.69
157,15700US0602185684,Glenn ,Willows,1/1/2016,"6,109","5,914",195,"2,460","1,681",65,324,367,23,"2,225",9.6%,2.66
157,15700US0602185684,Glenn ,Willows,1/1/2017,"6,106","5,904",202,"2,457","1,682",65,320,367,23,"2,222",9.6%,2.66
157,15700US0602185684,Glenn ,Willows,1/1/2018,"6,107","5,905",202,"2,459","1,684",65,320,367,23,"2,223",9.6%,2.66
157,15700US0602185684,Glenn ,Willows,1/1/2019,"6,073","5,856",217,"2,458","1,683",65,320,367,23,"2,222",9.6%,2.64
157,15700US0602185684,Glenn ,Willows,1/1/2020,"6,243","6,036",207,"2,458","1,682",65,320,367,24,"2,222",9.6%,2.72
157,15700US0602185684,Glenn ,Willows,1/1/2021,"6,233","6,056",177,"2,462","1,686",65,320,367,24,"2,226",9.6%,2.72
157,15700US0602199990,Glenn,Balance of Glenn County,4/1/2010,"14,665","14,550",115,"5,720","4,105",116,126,91,"1,282","5,112",10.6%,2.85
157,15700US0602199990,Glenn ,Balance of Glenn County,1/1/2011,"14,652","14,530",122,"5,723","4,109",116,126,91,"1,281","5,117",10.6%,2.84
157,15700US0602199990,Glenn ,Balance of Glenn County,1/1/2012,"14,549","14,437",112,"5,732","4,114",116,126,91,"1,285","5,133",10.5%,2.81
157,15700US0602199990,Glenn ,Balance of Glenn County,1/1/2013,"14,501","14,397",104,"5,736","4,117",116,126,91,"1,286","5,169",9.9%,2.79
157,15700US0602199990,Glenn ,Balance of Glenn County,1/1/2014,"14,519","14,419",100,"5,742","4,124",116,126,91,"1,285","5,182",9.8%,2.78
157,15700US0602199990,Glenn ,Balance of Glenn County,1/1/2015,"14,572","14,472",100,"5,749","4,123",116,126,91,"1,293","5,191",9.7%,2.79
157,15700US0602199990,Glenn ,Balance of Glenn County,1/1/2016,"14,443","14,345",98,"5,756","4,125",114,126,91,"1,300","5,217",9.4%,2.75
157,15700US0602199990,Glenn ,Balance of Glenn County,1/1/2017,"14,478","14,380",98,"5,765","4,131",114,126,91,"1,303","5,232",9.2%,2.75
157,15700US0602199990,Glenn ,Balance of Glenn County,1/1/2018,"14,542","14,440",102,"5,774","4,132",114,126,91,"1,311","5,255",9.0%,2.75
157,15700US0602199990,Glenn ,Balance of Glenn County,1/1/2019,"14,483","14,384",99,"5,788","4,141",114,128,91,"1,314","5,276",8.8%,2.73
157,15700US0602199990,Glenn ,Balance of Glenn County,1/1/2020,"14,965","14,879",86,"5,805","4,153",114,128,91,"1,319","5,295",8.8%,2.81
157,15700US0602199990,Glenn ,Balance of Glenn County,1/1/2021,"14,919","14,917",2,"5,810","4,154",114,132,91,"1,319","5,300",8.8%,2.82
50,05000US06021,Glenn,Glenn County Total,4/1/2010,"28,122","27,806",316,"10,778","7,723",208,817,646,"1,384","9,800",9.1%,2.84
50,05000US06021,Glenn ,Glenn County Total,1/1/2011,"28,312","27,994",318,"10,868","7,742",208,817,718,"1,383","9,888",9.0%,2.83
50,05000US06021,Glenn ,Glenn County Total,1/1/2012,"28,243","27,930",313,"10,935","7,801",212,817,718,"1,387","9,960",8.9%,2.80
50,05000US06021,Glenn ,Glenn County Total,1/1/2013,"28,135","27,812",323,"10,954","7,818",213,817,718,"1,388","10,015",8.6%,2.78
50,05000US06021,Glenn ,Glenn County Total,1/1/2014,"28,247","27,916",331,"10,994","7,853",213,823,718,"1,387","10,061",8.5%,2.77
50,05000US06021,Glenn ,Glenn County Total,1/1/2015,"28,347","28,031",316,"11,013","7,862",213,826,718,"1,394","10,082",8.5%,2.78
50,05000US06021,Glenn ,Glenn County Total,1/1/2016,"28,175","27,871",304,"11,079","7,872",213,826,767,"1,401","10,164",8.3%,2.74
50,05000US06021,Glenn ,Glenn County Total,1/1/2017,"28,328","28,017",311,"11,130","7,924",213,822,767,"1,404","10,220",8.2%,2.74
50,05000US06021,Glenn ,Glenn County Total,1/1/2018,"28,476","28,161",315,"11,170","7,956",213,822,767,"1,412","10,274",8.0%,2.74
50,05000US06021,Glenn ,Glenn County Total,1/1/2019,"28,661","28,334",327,"11,310","7,981",213,824,767,"1,525","10,417",7.9%,2.72
50,05000US06021,Glenn ,Glenn County Total,1/1/2020,"29,582","29,278",304,"11,334","7,996",213,827,767,"1,531","10,443",7.9%,2.80
50,05000US06021,Glenn ,Glenn County Total,1/1/2021,"29,679","29,489",190,"11,394","8,052",213,831,767,"1,531","10,501",7.8%,2.81
157,15700US0602302476,Humboldt,Arcata,4/1/2010,"17,231","15,486","1,745","7,722","3,311",495,"1,162","1,865",889,"7,381",4.4%,2.10
157,15700US0602302476,Humboldt ,Arcata,1/1/2011,"17,807","15,563","2,244","7,748","3,324",495,"1,166","1,874",889,"7,406",4.4%,2.10
157,15700US0602302476,Humboldt ,Arcata,1/1/2012,"17,846","15,596","2,250","7,801","3,334",495,"1,170","1,913",889,"7,456",4.4%,2.09
157,15700US0602302476,Humboldt ,Arcata,1/1/2013,"17,860","15,626","2,234","7,830","3,333",497,"1,170","1,941",889,"7,483",4.4%,2.09
157,15700US0602302476,Humboldt ,Arcata,1/1/2014,"17,803","15,577","2,226","7,836","3,332",497,"1,177","1,941",889,"7,489",4.4%,2.08
157,15700US0602302476,Humboldt ,Arcata,1/1/2015,"17,904","15,651","2,253","7,877","3,353",499,"1,181","1,955",889,"7,528",4.4%,2.08
157,15700US0602302476,Humboldt ,Arcata,1/1/2016,"18,014","15,730","2,284","7,917","3,353",507,"1,183","1,985",889,"7,566",4.4%,2.08
157,15700US0602302476,Humboldt ,Arcata,1/1/2017,"18,161","15,878","2,283","7,967","3,360",518,"1,193","2,007",889,"7,614",4.4%,2.09
157,15700US0602302476,Humboldt ,Arcata,1/1/2018,"18,187","15,890","2,297","8,019","3,374",524,"1,203","2,029",889,"7,663",4.4%,2.07
157,15700US0602302476,Humboldt ,Arcata,1/1/2019,"18,169","15,903","2,266","8,124","3,379",533,"1,205","2,117",890,"7,763",4.4%,2.05
157,15700US0602302476,Humboldt ,Arcata,1/1/2020,"17,891","15,857","2,034","8,163","3,402",535,"1,205","2,131",890,"7,800",4.4%,2.03
157,15700US0602302476,Humboldt ,Arcata,1/1/2021,"16,909","15,855","1,054","8,235","3,408",543,"1,209","2,185",890,"7,869",4.4%,2.02
157,15700US0602307162,Humboldt,Blue Lake,4/1/2010,"1,253","1,253",0,572,362,11,108,33,58,542,5.2%,2.31
157,15700US0602307162,Humboldt ,Blue Lake,1/1/2011,"1,265","1,265",0,576,366,11,108,33,58,546,5.2%,2.32
157,15700US0602307162,Humboldt ,Blue Lake,1/1/2012,"1,267","1,267",0,578,366,11,110,33,58,549,5.0%,2.31
157,15700US0602307162,Humboldt ,Blue Lake,1/1/2013,"1,267","1,267",0,579,367,11,110,33,58,550,5.0%,2.30
157,15700US0602307162,Humboldt ,Blue Lake,1/1/2014,"1,265","1,265",0,579,367,11,110,33,58,551,4.8%,2.30
157,15700US0602307162,Humboldt ,Blue Lake,1/1/2015,"1,265","1,265",0,579,367,11,110,33,58,551,4.8%,2.30
157,15700US0602307162,Humboldt ,Blue Lake,1/1/2016,"1,284","1,284",0,584,368,11,114,33,58,559,4.3%,2.30
157,15700US0602307162,Humboldt ,Blue Lake,1/1/2017,"1,291","1,291",0,584,368,11,114,33,58,560,4.1%,2.31
157,15700US0602307162,Humboldt ,Blue Lake,1/1/2018,"1,290","1,290",0,584,368,11,114,33,58,563,3.6%,2.29
157,15700US0602307162,Humboldt ,Blue Lake,1/1/2019,"1,280","1,280",0,585,369,11,114,33,58,565,3.4%,2.27
157,15700US0602307162,Humboldt ,Blue Lake,1/1/2020,"1,271","1,271",0,585,369,11,114,33,58,566,3.2%,2.25
157,15700US0602307162,Humboldt ,Blue Lake,1/1/2021,"1,262","1,262",0,586,369,12,114,33,58,567,3.2%,2.23
157,15700US0602323042,Humboldt,Eureka,4/1/2010,"27,191","25,308","1,883","11,891","7,569",456,"2,244","1,489",133,"11,150",6.2%,2.27
157,15700US0602323042,Humboldt ,Eureka,1/1/2011,"27,240","25,366","1,874","11,899","7,571",456,"2,250","1,489",133,"11,157",6.2%,2.27
157,15700US0602323042,Humboldt ,Eureka,1/1/2012,"27,114","25,247","1,867","11,899","7,571",456,"2,250","1,489",133,"11,157",6.2%,2.26
157,15700US0602323042,Humboldt ,Eureka,1/1/2013,"27,060","25,201","1,859","11,899","7,571",456,"2,250","1,489",133,"11,155",6.3%,2.26
157,15700US0602323042,Humboldt ,Eureka,1/1/2014,"27,025","25,158","1,867","11,926","7,574",456,"2,254","1,509",133,"11,180",6.3%,2.25
157,15700US0602323042,Humboldt ,Eureka,1/1/2015,"27,010","25,151","1,859","11,928","7,576",456,"2,254","1,509",133,"11,182",6.3%,2.25
157,15700US0602323042,Humboldt ,Eureka,1/1/2016,"27,032","25,174","1,858","11,939","7,575",457,"2,257","1,517",133,"11,191",6.3%,2.25
157,15700US0602323042,Humboldt ,Eureka,1/1/2017,"27,132","25,259","1,873","11,943","7,577",457,"2,259","1,517",133,"11,194",6.3%,2.26
157,15700US0602323042,Humboldt ,Eureka,1/1/2018,"27,015","25,128","1,887","11,950","7,581",460,"2,259","1,517",133,"11,200",6.3%,2.24
157,15700US0602323042,Humboldt ,Eureka,1/1/2019,"26,731","24,843","1,888","11,960","7,589",462,"2,259","1,517",133,"11,209",6.3%,2.22
157,15700US0602323042,Humboldt ,Eureka,1/1/2020,"26,582","24,683","1,899","11,975","7,593",463,"2,269","1,517",133,"11,223",6.3%,2.20
157,15700US0602323042,Humboldt ,Eureka,1/1/2021,"26,113","24,621","1,492","12,052","7,600",464,"2,275","1,580",133,"11,295",6.3%,2.18
157,15700US0602323910,Humboldt,Ferndale,4/1/2010,"1,371","1,371",0,717,591,17,85,24,0,611,14.8%,2.24
157,15700US0602323910,Humboldt ,Ferndale,1/1/2011,"1,373","1,373",0,717,591,17,85,24,0,611,14.8%,2.25
157,15700US0602323910,Humboldt ,Ferndale,1/1/2012,"1,373","1,373",0,719,593,17,85,24,0,614,14.6%,2.24
157,15700US0602323910,Humboldt ,Ferndale,1/1/2013,"1,379","1,379",0,719,593,17,85,24,0,617,14.2%,2.24
157,15700US0602323910,Humboldt ,Ferndale,1/1/2014,"1,376","1,376",0,719,593,17,85,24,0,618,14.0%,2.23
157,15700US0602323910,Humboldt ,Ferndale,1/1/2015,"1,377","1,377",0,720,594,17,85,24,0,619,14.0%,2.23
157,15700US0602323910,Humboldt ,Ferndale,1/1/2016,"1,380","1,380",0,719,593,17,85,24,0,620,13.8%,2.23
157,15700US0602323910,Humboldt ,Ferndale,1/1/2017,"1,385","1,385",0,719,593,17,85,24,0,621,13.6%,2.23
157,15700US0602323910,Humboldt ,Ferndale,1/1/2018,"1,384","1,384",0,721,595,17,85,24,0,624,13.5%,2.22
157,15700US0602323910,Humboldt ,Ferndale,1/1/2019,"1,373","1,373",0,723,597,17,85,24,0,627,13.3%,2.19
157,15700US0602323910,Humboldt ,Ferndale,1/1/2020,"1,376","1,376",0,730,604,17,85,24,0,633,13.3%,2.17
157,15700US0602323910,Humboldt ,Ferndale,1/1/2021,"1,368","1,368",0,732,606,17,85,24,0,635,13.3%,2.15
157,15700US0602325296,Humboldt,Fortuna,4/1/2010,"11,926","11,665",261,"4,991","3,328",162,566,575,360,"4,688",6.1%,2.49
157,15700US0602325296,Humboldt ,Fortuna,1/1/2011,"11,965","11,704",261,"5,000","3,337",162,566,575,360,"4,696",6.1%,2.49
157,15700US0602325296,Humboldt ,Fortuna,1/1/2012,"11,907","11,646",261,"5,000","3,338",162,566,575,359,"4,695",6.1%,2.48
157,15700US0602325296,Humboldt ,Fortuna,1/1/2013,"11,885","11,624",261,"5,005","3,343",162,566,575,359,"4,694",6.2%,2.48
157,15700US0602325296,Humboldt ,Fortuna,1/1/2014,"11,933","11,672",261,"5,047","3,354",162,570,602,359,"4,732",6.2%,2.47
157,15700US0602325296,Humboldt ,Fortuna,1/1/2015,"12,001","11,740",261,"5,079","3,364",162,592,602,359,"4,762",6.2%,2.47
157,15700US0602325296,Humboldt ,Fortuna,1/1/2016,"12,031","11,770",261,"5,095","3,380",162,592,602,359,"4,774",6.3%,2.47
157,15700US0602325296,Humboldt ,Fortuna,1/1/2017,"12,064","11,803",261,"5,095","3,380",162,592,602,359,"4,773",6.3%,2.47
157,15700US0602325296,Humboldt ,Fortuna,1/1/2018,"12,105","11,844",261,"5,145","3,423",162,593,608,359,"4,817",6.4%,2.46
157,15700US0602325296,Humboldt ,Fortuna,1/1/2019,"12,010","11,749",261,"5,168","3,433",170,597,608,360,"4,837",6.4%,2.43
157,15700US0602325296,Humboldt ,Fortuna,1/1/2020,"12,006","11,745",261,"5,207","3,449",170,618,608,362,"4,873",6.4%,2.41
157,15700US0602325296,Humboldt ,Fortuna,1/1/2021,"11,926","11,665",261,"5,218","3,460",170,618,608,362,"4,883",6.4%,2.39
157,15700US0602360900,Humboldt,Rio Dell,4/1/2010,"3,368","3,347",21,"1,442","1,028",70,177,18,149,"1,367",5.2%,2.45
157,15700US0602360900,Humboldt ,Rio Dell,1/1/2011,"3,376","3,355",21,"1,444","1,030",70,177,18,149,"1,368",5.3%,2.45
157,15700US0602360900,Humboldt ,Rio Dell,1/1/2012,"3,357","3,336",21,"1,445","1,032",70,177,18,148,"1,367",5.4%,2.44
157,15700US0602360900,Humboldt ,Rio Dell,1/1/2013,"3,361","3,340",21,"1,449","1,033",70,180,18,148,"1,371",5.4%,2.44
157,15700US0602360900,Humboldt ,Rio Dell,1/1/2014,"3,350","3,329",21,"1,452","1,036",70,180,18,148,"1,372",5.5%,2.43
157,15700US0602360900,Humboldt ,Rio Dell,1/1/2015,"3,350","3,329",21,"1,453","1,037",70,180,18,148,"1,372",5.6%,2.43
157,15700US0602360900,Humboldt ,Rio Dell,1/1/2016,"3,344","3,323",21,"1,456","1,040",70,180,18,148,"1,370",5.9%,2.43
157,15700US0602360900,Humboldt ,Rio Dell,1/1/2017,"3,357","3,336",21,"1,459","1,043",70,180,18,148,"1,371",6.0%,2.43
157,15700US0602360900,Humboldt ,Rio Dell,1/1/2018,"3,335","3,314",21,"1,462","1,045",70,180,18,149,"1,370",6.3%,2.42
157,15700US0602360900,Humboldt ,Rio Dell,1/1/2019,"3,297","3,276",21,"1,465","1,046",72,180,18,149,"1,371",6.4%,2.39
157,15700US0602360900,Humboldt ,Rio Dell,1/1/2020,"3,270","3,249",21,"1,465","1,046",72,180,18,149,"1,370",6.5%,2.37
157,15700US0602360900,Humboldt ,Rio Dell,1/1/2021,"3,299","3,278",21,"1,491","1,072",72,180,18,149,"1,394",6.5%,2.35
157,15700US0602380448,Humboldt,Trinidad,4/1/2010,367,366,1,252,186,2,32,7,25,187,25.8%,1.96
157,15700US0602380448,Humboldt ,Trinidad,1/1/2011,368,367,1,252,186,2,32,7,25,187,25.8%,1.96
157,15700US0602380448,Humboldt ,Trinidad,1/1/2012,365,364,1,252,186,2,32,7,25,187,25.8%,1.95
157,15700US0602380448,Humboldt ,Trinidad,1/1/2013,360,359,1,252,186,2,32,7,25,185,26.6%,1.94
157,15700US0602380448,Humboldt ,Trinidad,1/1/2014,357,356,1,251,185,2,32,7,25,184,26.7%,1.94
157,15700US0602380448,Humboldt ,Trinidad,1/1/2015,357,356,1,251,185,2,32,7,25,184,26.7%,1.94
157,15700US0602380448,Humboldt ,Trinidad,1/1/2016,355,354,1,251,185,2,32,7,25,183,27.1%,1.93
157,15700US0602380448,Humboldt ,Trinidad,1/1/2017,357,356,1,252,186,2,32,7,25,183,27.4%,1.95
157,15700US0602380448,Humboldt ,Trinidad,1/1/2018,353,352,1,252,186,2,32,7,25,182,27.8%,1.93
157,15700US0602380448,Humboldt ,Trinidad,1/1/2019,348,347,1,252,186,2,32,7,25,182,27.8%,1.91
157,15700US0602380448,Humboldt ,Trinidad,1/1/2020,345,344,1,252,186,2,32,7,25,182,27.8%,1.89
157,15700US0602380448,Humboldt ,Trinidad,1/1/2021,342,341,1,252,186,2,32,7,25,182,27.8%,1.87
157,15700US0602399990,Humboldt,Balance of Humboldt County,4/1/2010,"71,916","70,813","1,103","33,972","25,521",837,"1,721","1,389","4,504","30,105",11.4%,2.35
157,15700US0602399990,Humboldt ,Balance of Humboldt County,1/1/2011,"72,212","71,065","1,147","34,053","25,572",837,"1,737","1,397","4,510","30,164",11.4%,2.36
157,15700US0602399990,Humboldt ,Balance of Humboldt County,1/1/2012,"71,990","70,849","1,141","34,167","25,663",837,"1,753","1,405","4,509","30,213",11.6%,2.35
157,15700US0602399990,Humboldt ,Balance of Humboldt County,1/1/2013,"71,586","70,474","1,112","34,281","25,719",844,"1,757","1,452","4,509","30,103",12.2%,2.34
157,15700US0602399990,Humboldt ,Balance of Humboldt County,1/1/2014,"71,353","70,265","1,088","34,369","25,784",858,"1,764","1,452","4,511","30,132",12.3%,2.33
157,15700US0602399990,Humboldt ,Balance of Humboldt County,1/1/2015,"71,463","70,344","1,119","34,440","25,847",865,"1,764","1,452","4,512","30,179",12.4%,2.33
157,15700US0602399990,Humboldt ,Balance of Humboldt County,1/1/2016,"71,379","70,262","1,117","34,541","25,911",859,"1,764","1,494","4,513","30,142",12.7%,2.33
157,15700US0602399990,Humboldt ,Balance of Humboldt County,1/1/2017,"71,702","70,609","1,093","34,653","25,976",867,"1,788","1,502","4,520","30,198",12.9%,2.34
157,15700US0602399990,Humboldt ,Balance of Humboldt County,1/1/2018,"71,263","70,147","1,116","34,737","26,037",879,"1,788","1,510","4,523","30,173",13.1%,2.33
157,15700US0602399990,Humboldt ,Balance of Humboldt County,1/1/2019,"70,509","69,419","1,090","34,861","26,111",891,"1,795","1,537","4,527","30,227",13.3%,2.30
157,15700US0602399990,Humboldt ,Balance of Humboldt County,1/1/2020,"70,083","69,017","1,066","34,953","26,190",895,"1,795","1,548","4,525","30,284",13.4%,2.28
157,15700US0602399990,Humboldt ,Balance of Humboldt County,1/1/2021,"69,632","68,751",881,"35,131","26,264",911,"1,812","1,622","4,522","30,438",13.4%,2.26
50,05000US06023,Humboldt,Humboldt County Total,4/1/2010,"134,623","129,609","5,014","61,559","41,896","2,050","6,095","5,400","6,118","56,031",9.0%,2.31
50,05000US06023,Humboldt ,Humboldt County Total,1/1/2011,"135,606","130,058","5,548","61,689","41,977","2,050","6,121","5,417","6,124","56,135",9.0%,2.32
50,05000US06023,Humboldt ,Humboldt County Total,1/1/2012,"135,219","129,678","5,541","61,861","42,083","2,050","6,143","5,464","6,121","56,238",9.1%,2.31
50,05000US06023,Humboldt ,Humboldt County Total,1/1/2013,"134,758","129,270","5,488","62,014","42,145","2,059","6,150","5,539","6,121","56,158",9.4%,2.30
50,05000US06023,Humboldt ,Humboldt County Total,1/1/2014,"134,462","128,998","5,464","62,179","42,225","2,073","6,172","5,586","6,123","56,258",9.5%,2.29
50,05000US06023,Humboldt ,Humboldt County Total,1/1/2015,"134,727","129,213","5,514","62,327","42,323","2,082","6,198","5,600","6,124","56,377",9.5%,2.29
50,05000US06023,Humboldt ,Humboldt County Total,1/1/2016,"134,819","129,277","5,542","62,502","42,405","2,085","6,207","5,680","6,125","56,405",9.8%,2.29
50,05000US06023,Humboldt ,Humboldt County Total,1/1/2017,"135,449","129,917","5,532","62,672","42,483","2,104","6,243","5,710","6,132","56,514",9.8%,2.30
50,05000US06023,Humboldt ,Humboldt County Total,1/1/2018,"134,932","129,349","5,583","62,870","42,609","2,125","6,254","5,746","6,136","56,592",10.0%,2.29
50,05000US06023,Humboldt ,Humboldt County Total,1/1/2019,"133,717","128,190","5,527","63,138","42,710","2,158","6,267","5,861","6,142","56,781",10.1%,2.26
50,05000US06023,Humboldt ,Humboldt County Total,1/1/2020,"132,824","127,542","5,282","63,330","42,839","2,165","6,298","5,886","6,142","56,931",10.1%,2.24
50,05000US06023,Humboldt ,Humboldt County Total,1/1/2021,"130,851","127,141","3,710","63,697","42,965","2,191","6,325","6,077","6,139","57,263",10.1%,2.22
157,15700US0602508058,Imperial,Brawley,4/1/2010,"24,953","24,779",174,"8,231","5,368",220,728,"1,500",415,"7,623",7.4%,3.25
157,15700US0602508058,Imperial ,Brawley,1/1/2011,"25,289","25,115",174,"8,240","5,375",220,730,"1,500",415,"7,631",7.4%,3.29
157,15700US0602508058,Imperial ,Brawley,1/1/2012,"25,743","25,569",174,"8,245","5,381",221,728,"1,500",415,"7,632",7.4%,3.35
157,15700US0602508058,Imperial ,Brawley,1/1/2013,"25,999","25,825",174,"8,248","5,383",218,732,"1,500",415,"7,622",7.6%,3.39
157,15700US0602508058,Imperial ,Brawley,1/1/2014,"26,160","25,986",174,"8,251","5,376",218,736,"1,506",415,"7,622",7.6%,3.41
157,15700US0602508058,Imperial ,Brawley,1/1/2015,"26,428","26,254",174,"8,275","5,395",218,736,"1,512",414,"7,643",7.6%,3.44
157,15700US0602508058,Imperial ,Brawley,1/1/2016,"26,618","26,444",174,"8,315","5,428",218,736,"1,518",415,"7,672",7.7%,3.45
157,15700US0602508058,Imperial ,Brawley,1/1/2017,"26,974","26,800",174,"8,393","5,459",218,736,"1,565",415,"7,741",7.8%,3.46
157,15700US0602508058,Imperial ,Brawley,1/1/2018,"27,116","26,942",174,"8,388","5,498",218,737,"1,565",370,"7,730",7.8%,3.49
157,15700US0602508058,Imperial ,Brawley,1/1/2019,"27,384","27,210",174,"8,466","5,542",218,739,"1,597",370,"7,799",7.9%,3.49
157,15700US0602508058,Imperial ,Brawley,1/1/2020,"27,494","27,320",174,"8,538","5,583",218,739,"1,628",370,"7,864",7.9%,3.47
157,15700US0602508058,Imperial ,Brawley,1/1/2021,"27,326","27,152",174,"8,634","5,618",218,739,"1,689",370,"7,952",7.9%,3.41
157,15700US0602509710,Imperial,Calexico,4/1/2010,"38,572","38,472",100,"10,651","7,292",486,"1,158","1,545",170,"10,116",5.0%,3.80
157,15700US0602509710,Imperial ,Calexico,1/1/2011,"39,027","38,927",100,"10,651","7,292",486,"1,158","1,545",170,"10,109",5.1%,3.85
157,15700US0602509710,Imperial ,Calexico,1/1/2012,"39,835","39,735",100,"10,714","7,301",486,"1,158","1,599",170,"10,138",5.4%,3.92
157,15700US0602509710,Imperial ,Calexico,1/1/2013,"40,075","39,975",100,"10,791","7,326",486,"1,158","1,651",170,"10,085",6.5%,3.96
157,15700US0602509710,Imperial ,Calexico,1/1/2014,"40,308","40,208",100,"10,817","7,354",484,"1,158","1,651",170,"10,081",6.8%,3.99
157,15700US0602509710,Imperial ,Calexico,1/1/2015,"40,601","40,501",100,"10,824","7,356",484,"1,163","1,651",170,"10,079",6.9%,4.02
157,15700US0602509710,Imperial ,Calexico,1/1/2016,"40,746","40,646",100,"10,825","7,357",484,"1,163","1,651",170,"10,080",6.9%,4.03
157,15700US0602509710,Imperial ,Calexico,1/1/2017,"40,842","40,742",100,"10,830","7,357",484,"1,168","1,651",170,"10,060",7.1%,4.05
157,15700US0602509710,Imperial ,Calexico,1/1/2018,"40,962","40,862",100,"10,853","7,370",484,"1,178","1,651",170,"10,023",7.6%,4.08
157,15700US0602509710,Imperial ,Calexico,1/1/2019,"41,013","40,913",100,"10,890","7,373",508,"1,188","1,651",170,"10,025",7.9%,4.08
157,15700US0602509710,Imperial ,Calexico,1/1/2020,"40,814","40,714",100,"10,898","7,362",508,"1,196","1,661",171,"10,019",8.1%,4.06
157,15700US0602509710,Imperial ,Calexico,1/1/2021,"40,485","40,385",100,"10,999","7,362",506,"1,211","1,748",172,"10,112",8.1%,3.99
157,15700US0602509878,Imperial,Calipatria,4/1/2010,"7,705","3,541","4,164","1,121",859,16,44,141,61,"1,008",10.1%,3.51
157,15700US0602509878,Imperial ,Calipatria,1/1/2011,"7,668","3,582","4,086","1,121",859,16,44,141,61,"1,007",10.2%,3.56
157,15700US0602509878,Imperial ,Calipatria,1/1/2012,"8,007","3,635","4,372","1,121",859,16,44,141,61,"1,004",10.4%,3.62
157,15700US0602509878,Imperial ,Calipatria,1/1/2013,"7,094","3,630","3,464","1,121",859,16,44,141,61,991,11.6%,3.66
157,15700US0602509878,Imperial ,Calipatria,1/1/2014,"7,492","3,642","3,850","1,121",859,16,44,141,61,988,11.9%,3.69
157,15700US0602509878,Imperial ,Calipatria,1/1/2015,"7,413","3,666","3,747","1,121",859,16,44,141,61,987,12.0%,3.71
157,15700US0602509878,Imperial ,Calipatria,1/1/2016,"7,487","3,650","3,837","1,121",859,16,44,141,61,979,12.7%,3.73
